domain,dataset,problem_id,problem_key,run_index,is_correct,variant,oof_score
math,aime25,21,aime25:21,6,0,base_plus_knot_rich,0.6754795502167951
math,aime25,21,aime25:21,20,1,base_plus_knot_rich,0.6027140184726278
math,aime25,22,aime25:22,7,1,base_plus_knot_rich,0.538414051976097
math,aime25,22,aime25:22,16,0,base_plus_knot_rich,0.3141834236427554
math,aime25,22,aime25:22,23,0,base_plus_knot_rich,0.5935164975739163
math,aime25,22,aime25:22,44,1,base_plus_knot_rich,0.6524751684461257
math,aime25,23,aime25:23,1,0,base_plus_knot_rich,0.6574974669664878
math,aime25,23,aime25:23,14,0,base_plus_knot_rich,0.4416364418832473
math,aime25,23,aime25:23,52,1,base_plus_knot_rich,0.2704607289593137
math,aime25,23,aime25:23,61,1,base_plus_knot_rich,0.6348674334630535
math,aime25,24,aime25:24,17,1,base_plus_knot_rich,0.3968208748170376
math,aime25,24,aime25:24,44,1,base_plus_knot_rich,0.39792359740993816
math,aime25,24,aime25:24,57,0,base_plus_knot_rich,0.4021318941951911
math,aime25,25,aime25:25,19,1,base_plus_knot_rich,0.5172836847360375
math,aime25,25,aime25:25,35,1,base_plus_knot_rich,0.9745030210403632
math,aime25,25,aime25:25,53,0,base_plus_knot_rich,0.5249370697178142
math,aime25,25,aime25:25,58,0,base_plus_knot_rich,0.7227373933179014
math,aime25,28,aime25:28,40,0,base_plus_knot_rich,0.5294015551562683
math,aime25,28,aime25:28,48,0,base_plus_knot_rich,0.5518499479133918
math,aime25,28,aime25:28,54,1,base_plus_knot_rich,0.8784565761611012
math,aime25,28,aime25:28,58,1,base_plus_knot_rich,0.7308739416895881
math,aime25,3,aime25:3,2,1,base_plus_knot_rich,0.8582863990734642
math,aime25,3,aime25:3,9,0,base_plus_knot_rich,0.05552919655660183
math,aime25,3,aime25:3,28,1,base_plus_knot_rich,0.8893381254508381
math,aime25,3,aime25:3,32,0,base_plus_knot_rich,0.034937279440667234
math,aime25,6,aime25:6,2,0,base_plus_knot_rich,0.12541043903401608
math,aime25,6,aime25:6,10,0,base_plus_knot_rich,0.16057862225804187
math,aime25,6,aime25:6,18,1,base_plus_knot_rich,0.1551840189952724
math,aime25,6,aime25:6,62,1,base_plus_knot_rich,0.6355712915465102
math,aime25,7,aime25:7,10,0,base_plus_knot_rich,0.026985623172012047
math,aime25,7,aime25:7,17,0,base_plus_knot_rich,0.04851201042894532
math,aime25,7,aime25:7,22,1,base_plus_knot_rich,0.44234311141759636
math,aime25,7,aime25:7,23,1,base_plus_knot_rich,0.9057375889069031
math,aime25,8,aime25:8,7,0,base_plus_knot_rich,0.04679512096754392
math,aime25,8,aime25:8,40,0,base_plus_knot_rich,0.362773240092356
math,aime25,8,aime25:8,42,1,base_plus_knot_rich,0.9846218353659805
math,aime25,8,aime25:8,58,1,base_plus_knot_rich,0.7165552636084921
math,aime25,9,aime25:9,8,1,base_plus_knot_rich,0.792148230451127
math,aime25,9,aime25:9,28,0,base_plus_knot_rich,0.46586400597132077
math,aime25,9,aime25:9,55,0,base_plus_knot_rich,0.32336489598711465
math,aime25,9,aime25:9,58,1,base_plus_knot_rich,0.5061088578096051
math,brumo25,brumo25-0,brumo25:brumo25-0,2,1,base_plus_knot_rich,0.8108758283397692
math,brumo25,brumo25-0,brumo25:brumo25-0,40,1,base_plus_knot_rich,0.5299160424392261
math,brumo25,brumo25-0,brumo25:brumo25-0,47,0,base_plus_knot_rich,0.5589945802503175
math,brumo25,brumo25-0,brumo25:brumo25-0,50,0,base_plus_knot_rich,0.22227237688722093
math,brumo25,brumo25-11,brumo25:brumo25-11,4,1,base_plus_knot_rich,0.9037882252716029
math,brumo25,brumo25-11,brumo25:brumo25-11,23,0,base_plus_knot_rich,0.5602690807195331
math,brumo25,brumo25-11,brumo25:brumo25-11,28,1,base_plus_knot_rich,0.8675197917145272
math,brumo25,brumo25-11,brumo25:brumo25-11,47,0,base_plus_knot_rich,0.2866185069560979
math,brumo25,brumo25-12,brumo25:brumo25-12,3,0,base_plus_knot_rich,0.5416592997602175
math,brumo25,brumo25-12,brumo25:brumo25-12,16,0,base_plus_knot_rich,0.1611030418865869
math,brumo25,brumo25-12,brumo25:brumo25-12,29,1,base_plus_knot_rich,0.2873473811678949
math,brumo25,brumo25-12,brumo25:brumo25-12,43,0,base_plus_knot_rich,0.16901135544012189
math,brumo25,brumo25-13,brumo25:brumo25-13,23,1,base_plus_knot_rich,0.9533872370188073
math,brumo25,brumo25-13,brumo25:brumo25-13,30,1,base_plus_knot_rich,0.9522220869640332
math,brumo25,brumo25-13,brumo25:brumo25-13,47,0,base_plus_knot_rich,0.019772077717920146
math,brumo25,brumo25-13,brumo25:brumo25-13,63,1,base_plus_knot_rich,0.8831265782970698
math,brumo25,brumo25-14,brumo25:brumo25-14,41,0,base_plus_knot_rich,0.1021556638498328
math,brumo25,brumo25-14,brumo25:brumo25-14,44,1,base_plus_knot_rich,0.8059809885230358
math,brumo25,brumo25-14,brumo25:brumo25-14,49,1,base_plus_knot_rich,0.9134863360055743
math,brumo25,brumo25-14,brumo25:brumo25-14,55,0,base_plus_knot_rich,0.2025390851082957
math,brumo25,brumo25-16,brumo25:brumo25-16,11,0,base_plus_knot_rich,0.6603452616769986
math,brumo25,brumo25-16,brumo25:brumo25-16,16,1,base_plus_knot_rich,0.812811883886677
math,brumo25,brumo25-16,brumo25:brumo25-16,57,0,base_plus_knot_rich,0.7689643199297127
math,brumo25,brumo25-16,brumo25:brumo25-16,59,1,base_plus_knot_rich,0.8536959393790486
math,brumo25,brumo25-2,brumo25:brumo25-2,27,0,base_plus_knot_rich,0.016666395857440154
math,brumo25,brumo25-2,brumo25:brumo25-2,37,1,base_plus_knot_rich,0.9101503262992959
math,brumo25,brumo25-2,brumo25:brumo25-2,47,1,base_plus_knot_rich,0.7012250056826583
math,brumo25,brumo25-2,brumo25:brumo25-2,51,1,base_plus_knot_rich,0.5561783610426458
math,brumo25,brumo25-21,brumo25:brumo25-21,9,1,base_plus_knot_rich,0.6717055386907772
math,brumo25,brumo25-21,brumo25:brumo25-21,13,1,base_plus_knot_rich,0.6137034100620561
math,brumo25,brumo25-21,brumo25:brumo25-21,42,0,base_plus_knot_rich,0.4852167723477619
math,brumo25,brumo25-21,brumo25:brumo25-21,43,0,base_plus_knot_rich,0.14142273032322406
math,brumo25,brumo25-22,brumo25:brumo25-22,9,1,base_plus_knot_rich,0.9616807500316945
math,brumo25,brumo25-22,brumo25:brumo25-22,26,1,base_plus_knot_rich,0.9712554200348464
math,brumo25,brumo25-22,brumo25:brumo25-22,56,0,base_plus_knot_rich,0.9512654116576642
math,brumo25,brumo25-22,brumo25:brumo25-22,62,1,base_plus_knot_rich,0.9738301412773688
math,brumo25,brumo25-23,brumo25:brumo25-23,21,0,base_plus_knot_rich,0.16247552336611396
math,brumo25,brumo25-23,brumo25:brumo25-23,29,1,base_plus_knot_rich,0.8515634799289631
math,brumo25,brumo25-23,brumo25:brumo25-23,39,0,base_plus_knot_rich,0.05981459016566443
math,brumo25,brumo25-23,brumo25:brumo25-23,64,1,base_plus_knot_rich,0.7791461943564655
math,brumo25,brumo25-24,brumo25:brumo25-24,17,0,base_plus_knot_rich,0.27050989856323143
math,brumo25,brumo25-24,brumo25:brumo25-24,35,0,base_plus_knot_rich,0.27333549980147226
math,brumo25,brumo25-24,brumo25:brumo25-24,40,1,base_plus_knot_rich,0.8527516477365691
math,brumo25,brumo25-24,brumo25:brumo25-24,49,1,base_plus_knot_rich,0.9673315554201047
math,brumo25,brumo25-26,brumo25:brumo25-26,22,1,base_plus_knot_rich,0.9620457545577068
math,brumo25,brumo25-26,brumo25:brumo25-26,28,1,base_plus_knot_rich,0.5092349456923719
math,brumo25,brumo25-26,brumo25:brumo25-26,37,0,base_plus_knot_rich,0.11247262440771455
math,brumo25,brumo25-26,brumo25:brumo25-26,59,0,base_plus_knot_rich,0.14703970190774682
math,brumo25,brumo25-27,brumo25:brumo25-27,5,1,base_plus_knot_rich,0.5167701029418208
math,brumo25,brumo25-27,brumo25:brumo25-27,16,0,base_plus_knot_rich,0.15473463379614458
math,brumo25,brumo25-27,brumo25:brumo25-27,33,0,base_plus_knot_rich,0.16459557451603463
math,brumo25,brumo25-27,brumo25:brumo25-27,59,1,base_plus_knot_rich,0.506892463346246
math,brumo25,brumo25-28,brumo25:brumo25-28,28,0,base_plus_knot_rich,0.056260158492434986
math,brumo25,brumo25-28,brumo25:brumo25-28,44,0,base_plus_knot_rich,0.5082068066445983
math,brumo25,brumo25-28,brumo25:brumo25-28,46,1,base_plus_knot_rich,0.8413399766642237
math,brumo25,brumo25-28,brumo25:brumo25-28,56,1,base_plus_knot_rich,0.9193680634828233
math,brumo25,brumo25-3,brumo25:brumo25-3,21,1,base_plus_knot_rich,0.377423494722179
math,brumo25,brumo25-3,brumo25:brumo25-3,36,1,base_plus_knot_rich,0.972708716807889
math,brumo25,brumo25-3,brumo25:brumo25-3,53,1,base_plus_knot_rich,0.9642012638995675
math,brumo25,brumo25-5,brumo25:brumo25-5,24,0,base_plus_knot_rich,0.06658506728761947
math,brumo25,brumo25-5,brumo25:brumo25-5,34,0,base_plus_knot_rich,0.48089679720269995
math,brumo25,brumo25-5,brumo25:brumo25-5,60,1,base_plus_knot_rich,0.8681267471031886
math,brumo25,brumo25-5,brumo25:brumo25-5,63,1,base_plus_knot_rich,0.19124912499181426
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,5,1,base_plus_knot_rich,0.2793316923321013
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,32,0,base_plus_knot_rich,0.4729162961023612
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,49,1,base_plus_knot_rich,0.5003717801049999
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,61,0,base_plus_knot_rich,0.1406014827522352
math,hmmt25,hmmt25-12,hmmt25:hmmt25-12,21,0,base_plus_knot_rich,0.5777535653205653
math,hmmt25,hmmt25-12,hmmt25:hmmt25-12,24,1,base_plus_knot_rich,0.7470463531584897
math,hmmt25,hmmt25-12,hmmt25:hmmt25-12,32,0,base_plus_knot_rich,0.887091687646969
math,hmmt25,hmmt25-12,hmmt25:hmmt25-12,62,0,base_plus_knot_rich,0.6725876607115939
math,hmmt25,hmmt25-13,hmmt25:hmmt25-13,4,1,base_plus_knot_rich,0.8944406754935527
math,hmmt25,hmmt25-13,hmmt25:hmmt25-13,34,1,base_plus_knot_rich,0.7634958853127359
math,hmmt25,hmmt25-13,hmmt25:hmmt25-13,45,0,base_plus_knot_rich,0.8315489534763215
math,hmmt25,hmmt25-13,hmmt25:hmmt25-13,52,0,base_plus_knot_rich,0.8519762959964519
math,hmmt25,hmmt25-14,hmmt25:hmmt25-14,5,1,base_plus_knot_rich,0.5357284173643715
math,hmmt25,hmmt25-14,hmmt25:hmmt25-14,10,0,base_plus_knot_rich,0.4935551414375603
math,hmmt25,hmmt25-14,hmmt25:hmmt25-14,23,0,base_plus_knot_rich,0.7066575302235607
math,hmmt25,hmmt25-14,hmmt25:hmmt25-14,30,1,base_plus_knot_rich,0.7221350000408542
math,hmmt25,hmmt25-2,hmmt25:hmmt25-2,61,1,base_plus_knot_rich,0.3273806629954001
math,hmmt25,hmmt25-22,hmmt25:hmmt25-22,12,0,base_plus_knot_rich,0.05087590642010186
math,hmmt25,hmmt25-22,hmmt25:hmmt25-22,19,1,base_plus_knot_rich,0.45700096060646006
math,hmmt25,hmmt25-22,hmmt25:hmmt25-22,32,1,base_plus_knot_rich,0.8700729052362008
math,hmmt25,hmmt25-22,hmmt25:hmmt25-22,40,1,base_plus_knot_rich,0.6152936247179523
math,hmmt25,hmmt25-23,hmmt25:hmmt25-23,6,1,base_plus_knot_rich,0.763302115775981
math,hmmt25,hmmt25-23,hmmt25:hmmt25-23,8,0,base_plus_knot_rich,0.9772069464675078
math,hmmt25,hmmt25-23,hmmt25:hmmt25-23,45,0,base_plus_knot_rich,0.17318314958787398
math,hmmt25,hmmt25-23,hmmt25:hmmt25-23,54,1,base_plus_knot_rich,0.5212570501103299
math,hmmt25,hmmt25-24,hmmt25:hmmt25-24,4,1,base_plus_knot_rich,0.9034768450949071
math,hmmt25,hmmt25-24,hmmt25:hmmt25-24,34,0,base_plus_knot_rich,0.07183544075609358
math,hmmt25,hmmt25-24,hmmt25:hmmt25-24,37,0,base_plus_knot_rich,0.5886304207134276
math,hmmt25,hmmt25-24,hmmt25:hmmt25-24,55,1,base_plus_knot_rich,0.9313700489433274
math,hmmt25,hmmt25-25,hmmt25:hmmt25-25,22,1,base_plus_knot_rich,0.9373876816081267
math,hmmt25,hmmt25-25,hmmt25:hmmt25-25,29,0,base_plus_knot_rich,0.0508892360122831
math,hmmt25,hmmt25-25,hmmt25:hmmt25-25,37,1,base_plus_knot_rich,0.932952109781317
math,hmmt25,hmmt25-25,hmmt25:hmmt25-25,39,0,base_plus_knot_rich,0.0727621357355405
math,hmmt25,hmmt25-26,hmmt25:hmmt25-26,10,1,base_plus_knot_rich,0.7213672387789059
math,hmmt25,hmmt25-26,hmmt25:hmmt25-26,38,1,base_plus_knot_rich,0.7015573464235632
math,hmmt25,hmmt25-26,hmmt25:hmmt25-26,48,0,base_plus_knot_rich,0.1273416093493175
math,hmmt25,hmmt25-26,hmmt25:hmmt25-26,51,0,base_plus_knot_rich,0.24608843198967387
math,hmmt25,hmmt25-27,hmmt25:hmmt25-27,37,0,base_plus_knot_rich,0.059208142607872466
math,hmmt25,hmmt25-27,hmmt25:hmmt25-27,44,1,base_plus_knot_rich,0.9045632746361756
math,hmmt25,hmmt25-27,hmmt25:hmmt25-27,61,1,base_plus_knot_rich,0.9162681583861437
math,hmmt25,hmmt25-27,hmmt25:hmmt25-27,62,0,base_plus_knot_rich,0.17147206114760233
math,hmmt25,hmmt25-3,hmmt25:hmmt25-3,10,1,base_plus_knot_rich,0.9577265524735653
math,hmmt25,hmmt25-3,hmmt25:hmmt25-3,11,0,base_plus_knot_rich,0.8441713397381087
math,hmmt25,hmmt25-3,hmmt25:hmmt25-3,16,0,base_plus_knot_rich,0.8739810830875703
math,hmmt25,hmmt25-3,hmmt25:hmmt25-3,44,1,base_plus_knot_rich,0.9416869770634939
math,hmmt25,hmmt25-5,hmmt25:hmmt25-5,17,1,base_plus_knot_rich,0.9566018252158747
math,hmmt25,hmmt25-5,hmmt25:hmmt25-5,30,0,base_plus_knot_rich,0.30686189303777145
math,hmmt25,hmmt25-5,hmmt25:hmmt25-5,55,1,base_plus_knot_rich,0.9163419316167909
math,hmmt25,hmmt25-6,hmmt25:hmmt25-6,3,1,base_plus_knot_rich,0.6207036908548185
math,hmmt25,hmmt25-6,hmmt25:hmmt25-6,9,0,base_plus_knot_rich,0.6578515950412096
math,hmmt25,hmmt25-6,hmmt25:hmmt25-6,21,0,base_plus_knot_rich,0.1669529389128589
math,hmmt25,hmmt25-6,hmmt25:hmmt25-6,34,1,base_plus_knot_rich,0.7235390830741306
math,hmmt25,hmmt25-7,hmmt25:hmmt25-7,14,1,base_plus_knot_rich,0.31104789758270973
math,hmmt25,hmmt25-7,hmmt25:hmmt25-7,33,1,base_plus_knot_rich,0.9248688548708962
math,hmmt25,hmmt25-7,hmmt25:hmmt25-7,34,0,base_plus_knot_rich,0.06547898065847862
math,hmmt25,hmmt25-7,hmmt25:hmmt25-7,39,0,base_plus_knot_rich,0.06865144818829257
math,hmmt25,hmmt25-8,hmmt25:hmmt25-8,3,0,base_plus_knot_rich,0.16578933721954664
math,hmmt25,hmmt25-8,hmmt25:hmmt25-8,12,1,base_plus_knot_rich,0.2926370919664589
math,hmmt25,hmmt25-8,hmmt25:hmmt25-8,15,1,base_plus_knot_rich,0.3195774292010516
math,hmmt25,hmmt25-8,hmmt25:hmmt25-8,60,0,base_plus_knot_rich,0.06935634229134295
science,gpqa,gpqa-100,gpqa:gpqa-100,5,1,base_only,0.6240544725792558
science,gpqa,gpqa-100,gpqa:gpqa-100,45,0,base_only,0.33864814622967204
science,gpqa,gpqa-100,gpqa:gpqa-100,50,1,base_only,0.5663047528068639
science,gpqa,gpqa-100,gpqa:gpqa-100,64,0,base_only,0.3875438321072145
science,gpqa,gpqa-103,gpqa:gpqa-103,14,0,base_only,0.6608138598462915
science,gpqa,gpqa-103,gpqa:gpqa-103,16,0,base_only,0.5103420503889899
science,gpqa,gpqa-103,gpqa:gpqa-103,50,1,base_only,0.5454174411994602
science,gpqa,gpqa-103,gpqa:gpqa-103,55,1,base_only,0.6397120706226124
science,gpqa,gpqa-104,gpqa:gpqa-104,6,1,base_only,0.4904047771482664
science,gpqa,gpqa-104,gpqa:gpqa-104,16,1,base_only,0.2411235595158253
science,gpqa,gpqa-104,gpqa:gpqa-104,27,0,base_only,0.1187109926022819
science,gpqa,gpqa-104,gpqa:gpqa-104,41,0,base_only,0.5966915292590038
science,gpqa,gpqa-105,gpqa:gpqa-105,7,0,base_only,0.5950142138667986
science,gpqa,gpqa-105,gpqa:gpqa-105,8,1,base_only,0.6287825534417362
science,gpqa,gpqa-105,gpqa:gpqa-105,30,0,base_only,0.3448937691988642
science,gpqa,gpqa-105,gpqa:gpqa-105,50,1,base_only,0.5316528333252724
science,gpqa,gpqa-106,gpqa:gpqa-106,33,1,base_only,0.44611364547322285
science,gpqa,gpqa-106,gpqa:gpqa-106,55,0,base_only,0.3981408327380813
science,gpqa,gpqa-106,gpqa:gpqa-106,59,1,base_only,0.333645056856971
science,gpqa,gpqa-106,gpqa:gpqa-106,64,0,base_only,0.4785878298517614
science,gpqa,gpqa-109,gpqa:gpqa-109,4,0,base_only,0.48535162294882006
science,gpqa,gpqa-109,gpqa:gpqa-109,17,1,base_only,0.7212863369682688
science,gpqa,gpqa-109,gpqa:gpqa-109,31,1,base_only,0.605838145668163
science,gpqa,gpqa-109,gpqa:gpqa-109,50,1,base_only,0.74137109007324
science,gpqa,gpqa-112,gpqa:gpqa-112,21,1,base_only,0.4606106711388203
science,gpqa,gpqa-112,gpqa:gpqa-112,47,1,base_only,0.6835285068174384
science,gpqa,gpqa-112,gpqa:gpqa-112,57,1,base_only,0.6487958688708463
science,gpqa,gpqa-112,gpqa:gpqa-112,60,0,base_only,0.6141524162344345
science,gpqa,gpqa-115,gpqa:gpqa-115,7,1,base_only,0.6139676528130843
science,gpqa,gpqa-115,gpqa:gpqa-115,31,0,base_only,0.5232574405844597
science,gpqa,gpqa-115,gpqa:gpqa-115,54,0,base_only,0.4691168464319632
science,gpqa,gpqa-115,gpqa:gpqa-115,64,1,base_only,0.31349933182747847
science,gpqa,gpqa-116,gpqa:gpqa-116,20,1,base_only,0.6829202003130517
science,gpqa,gpqa-116,gpqa:gpqa-116,33,1,base_only,0.6115396981237622
science,gpqa,gpqa-116,gpqa:gpqa-116,49,0,base_only,0.5923762295579574
science,gpqa,gpqa-116,gpqa:gpqa-116,58,1,base_only,0.6164783847317455
science,gpqa,gpqa-118,gpqa:gpqa-118,24,1,base_only,0.3966716862101046
science,gpqa,gpqa-118,gpqa:gpqa-118,32,0,base_only,0.6539806194536263
science,gpqa,gpqa-118,gpqa:gpqa-118,58,1,base_only,0.2544256470829521
science,gpqa,gpqa-118,gpqa:gpqa-118,59,0,base_only,0.26279194584926524
science,gpqa,gpqa-123,gpqa:gpqa-123,1,1,base_only,0.6507769628066733
science,gpqa,gpqa-123,gpqa:gpqa-123,11,1,base_only,0.470340685938152
science,gpqa,gpqa-123,gpqa:gpqa-123,20,0,base_only,0.26514017094958753
science,gpqa,gpqa-123,gpqa:gpqa-123,30,1,base_only,0.3811157479621585
science,gpqa,gpqa-125,gpqa:gpqa-125,3,1,base_only,0.5479750164518402
science,gpqa,gpqa-125,gpqa:gpqa-125,30,1,base_only,0.6234235889693175
science,gpqa,gpqa-125,gpqa:gpqa-125,42,0,base_only,0.5928187411025296
science,gpqa,gpqa-125,gpqa:gpqa-125,53,0,base_only,0.2449245121071097
science,gpqa,gpqa-128,gpqa:gpqa-128,41,1,base_only,0.4074154428767541
science,gpqa,gpqa-128,gpqa:gpqa-128,46,0,base_only,0.16886243137330129
science,gpqa,gpqa-128,gpqa:gpqa-128,54,1,base_only,0.3909378982998583
science,gpqa,gpqa-128,gpqa:gpqa-128,55,0,base_only,0.5818199163521269
science,gpqa,gpqa-13,gpqa:gpqa-13,6,1,base_only,0.7758111847420831
science,gpqa,gpqa-13,gpqa:gpqa-13,35,1,base_only,0.7346628134327777
science,gpqa,gpqa-13,gpqa:gpqa-13,60,0,base_only,0.4970961830749473
science,gpqa,gpqa-13,gpqa:gpqa-13,64,0,base_only,0.611231189678691
science,gpqa,gpqa-134,gpqa:gpqa-134,16,0,base_only,0.623912650378971
science,gpqa,gpqa-134,gpqa:gpqa-134,36,1,base_only,0.6411676843026864
science,gpqa,gpqa-135,gpqa:gpqa-135,36,1,base_only,0.2743837878748434
science,gpqa,gpqa-135,gpqa:gpqa-135,45,1,base_only,0.5686716705717035
science,gpqa,gpqa-135,gpqa:gpqa-135,60,0,base_only,0.555965816640963
science,gpqa,gpqa-138,gpqa:gpqa-138,4,0,base_only,0.7003531945987856
science,gpqa,gpqa-138,gpqa:gpqa-138,8,0,base_only,0.6138628610270705
science,gpqa,gpqa-138,gpqa:gpqa-138,30,0,base_only,0.3525059298569857
science,gpqa,gpqa-138,gpqa:gpqa-138,40,1,base_only,0.569481140646502
science,gpqa,gpqa-14,gpqa:gpqa-14,32,1,base_only,0.7741381059462348
science,gpqa,gpqa-14,gpqa:gpqa-14,35,1,base_only,0.4716175009186449
science,gpqa,gpqa-14,gpqa:gpqa-14,63,0,base_only,0.37888104962239555
science,gpqa,gpqa-144,gpqa:gpqa-144,15,0,base_only,0.6278479533143971
science,gpqa,gpqa-144,gpqa:gpqa-144,20,0,base_only,0.3434265254234763
science,gpqa,gpqa-144,gpqa:gpqa-144,49,1,base_only,0.7138332228156868
science,gpqa,gpqa-144,gpqa:gpqa-144,64,1,base_only,0.35291560180922216
science,gpqa,gpqa-146,gpqa:gpqa-146,29,1,base_only,0.6581122084825574
science,gpqa,gpqa-146,gpqa:gpqa-146,41,1,base_only,0.7371454827000643
science,gpqa,gpqa-146,gpqa:gpqa-146,49,1,base_only,0.6696757238017175
science,gpqa,gpqa-146,gpqa:gpqa-146,57,0,base_only,0.34480157288281543
science,gpqa,gpqa-147,gpqa:gpqa-147,14,1,base_only,0.48749961456276064
science,gpqa,gpqa-147,gpqa:gpqa-147,22,1,base_only,0.3339439454954755
science,gpqa,gpqa-147,gpqa:gpqa-147,49,0,base_only,0.24046843042200064
science,gpqa,gpqa-147,gpqa:gpqa-147,53,0,base_only,0.26880450835262604
science,gpqa,gpqa-148,gpqa:gpqa-148,14,0,base_only,0.544469013897633
science,gpqa,gpqa-148,gpqa:gpqa-148,16,1,base_only,0.47296046762081384
science,gpqa,gpqa-148,gpqa:gpqa-148,43,1,base_only,0.42432336837897305
science,gpqa,gpqa-148,gpqa:gpqa-148,56,1,base_only,0.7848658315712849
science,gpqa,gpqa-152,gpqa:gpqa-152,8,0,base_only,0.4811311873026233
science,gpqa,gpqa-152,gpqa:gpqa-152,36,0,base_only,0.28112725134297273
science,gpqa,gpqa-152,gpqa:gpqa-152,49,1,base_only,0.40439143172666053
science,gpqa,gpqa-152,gpqa:gpqa-152,61,1,base_only,0.5820669468322156
science,gpqa,gpqa-153,gpqa:gpqa-153,24,0,base_only,0.48052823558075314
science,gpqa,gpqa-153,gpqa:gpqa-153,54,1,base_only,0.6038910367831668
science,gpqa,gpqa-153,gpqa:gpqa-153,59,0,base_only,0.35365275036604593
science,gpqa,gpqa-153,gpqa:gpqa-153,61,1,base_only,0.40618608274527923
science,gpqa,gpqa-158,gpqa:gpqa-158,25,1,base_only,0.20947846536516282
science,gpqa,gpqa-158,gpqa:gpqa-158,35,0,base_only,0.611218395812523
science,gpqa,gpqa-158,gpqa:gpqa-158,37,0,base_only,0.40622628341876116
science,gpqa,gpqa-158,gpqa:gpqa-158,46,1,base_only,0.46246860669841533
science,gpqa,gpqa-162,gpqa:gpqa-162,15,0,base_only,0.6897096485373899
science,gpqa,gpqa-162,gpqa:gpqa-162,16,0,base_only,0.470215890809546
science,gpqa,gpqa-162,gpqa:gpqa-162,20,1,base_only,0.4246090151582779
science,gpqa,gpqa-162,gpqa:gpqa-162,46,1,base_only,0.40552438647143063
science,gpqa,gpqa-163,gpqa:gpqa-163,6,1,base_only,0.5656679634060333
science,gpqa,gpqa-163,gpqa:gpqa-163,32,1,base_only,0.6067304503674371
science,gpqa,gpqa-163,gpqa:gpqa-163,39,0,base_only,0.6618092557223438
science,gpqa,gpqa-163,gpqa:gpqa-163,47,0,base_only,0.37941516272385856
science,gpqa,gpqa-167,gpqa:gpqa-167,28,1,base_only,0.7997433777337339
science,gpqa,gpqa-167,gpqa:gpqa-167,31,0,base_only,0.5245908503561245
science,gpqa,gpqa-167,gpqa:gpqa-167,54,0,base_only,0.6616949282507316
science,gpqa,gpqa-167,gpqa:gpqa-167,59,0,base_only,0.4998012233792108
science,gpqa,gpqa-174,gpqa:gpqa-174,35,0,base_only,0.836431816626406
science,gpqa,gpqa-174,gpqa:gpqa-174,40,0,base_only,0.4268834220717887
science,gpqa,gpqa-174,gpqa:gpqa-174,45,1,base_only,0.5323225045710601
science,gpqa,gpqa-174,gpqa:gpqa-174,64,0,base_only,0.5567666667865075
science,gpqa,gpqa-186,gpqa:gpqa-186,1,1,base_only,0.7242914444881898
science,gpqa,gpqa-186,gpqa:gpqa-186,21,1,base_only,0.19626663666844094
science,gpqa,gpqa-186,gpqa:gpqa-186,37,0,base_only,0.520446423122127
science,gpqa,gpqa-186,gpqa:gpqa-186,57,0,base_only,0.6246847136370124
science,gpqa,gpqa-190,gpqa:gpqa-190,30,1,base_only,0.44280089778827514
science,gpqa,gpqa-190,gpqa:gpqa-190,31,0,base_only,0.3711602231325738
science,gpqa,gpqa-190,gpqa:gpqa-190,50,0,base_only,0.4794865409546651
science,gpqa,gpqa-190,gpqa:gpqa-190,63,1,base_only,0.4578580330415575
science,gpqa,gpqa-196,gpqa:gpqa-196,4,0,base_only,0.6403745745197078
science,gpqa,gpqa-196,gpqa:gpqa-196,9,0,base_only,0.7176141393529484
science,gpqa,gpqa-196,gpqa:gpqa-196,39,1,base_only,0.6382559986343385
science,gpqa,gpqa-196,gpqa:gpqa-196,41,1,base_only,0.3483381588843436
science,gpqa,gpqa-197,gpqa:gpqa-197,12,0,base_only,0.48230207036594985
science,gpqa,gpqa-197,gpqa:gpqa-197,21,0,base_only,0.39861502071368615
science,gpqa,gpqa-197,gpqa:gpqa-197,41,1,base_only,0.5066653673491625
science,gpqa,gpqa-197,gpqa:gpqa-197,51,1,base_only,0.567633165385202
science,gpqa,gpqa-21,gpqa:gpqa-21,13,1,base_only,0.8098449873101349
science,gpqa,gpqa-21,gpqa:gpqa-21,36,0,base_only,0.5592063847576546
science,gpqa,gpqa-21,gpqa:gpqa-21,44,1,base_only,0.6880966196837601
science,gpqa,gpqa-21,gpqa:gpqa-21,48,0,base_only,0.33382395256051745
science,gpqa,gpqa-22,gpqa:gpqa-22,22,1,base_only,0.277690246673045
science,gpqa,gpqa-22,gpqa:gpqa-22,30,0,base_only,0.4700036366640358
science,gpqa,gpqa-22,gpqa:gpqa-22,39,0,base_only,0.7410575278336727
science,gpqa,gpqa-22,gpqa:gpqa-22,56,0,base_only,0.6771823807712544
science,gpqa,gpqa-23,gpqa:gpqa-23,6,1,base_only,0.4787801591503345
science,gpqa,gpqa-23,gpqa:gpqa-23,33,1,base_only,0.4398187431456899
science,gpqa,gpqa-23,gpqa:gpqa-23,42,0,base_only,0.48361680899294734
science,gpqa,gpqa-23,gpqa:gpqa-23,44,0,base_only,0.5996777753294966
